
From 1/1/2014 - 01/03/2015 <-- no one knows exact time it was released, some say in 2013, set it 2014 to be sure

SELECT nick, fingerprint, identity, ip, count(identity) FROM agorahooawayyfoe GROUP BY nick ORDER BY count(identity) DESC;



+---------------------+------------------------------------------+-----------------------------+-----------------+-----------------+
| nick                | fingerprint                              | identity                    | ip              | count(identity) |
| woods               | 5ab0c3f7f2a3bd20c49d70b930ab2e8c277ec092 | WrDD9/KjvSDEnXC5MKsujCd+wJI | 149.154.158.254 |              24 |
| torpidsUSincero     | 29fa22a7aee4d8aaea5bf9271834642eeda849d7 | Kfoip67k2KrqW/knGDRkLu2oSdc | 23.92.65.25     |              23 |
| 6MtsIw3gwb          | 196afd96616e0aeea8784571247c01bfd94bc676 | GWr9lmFuCu6oeEVxJHwBv9lLxnY | 54.187.60.168   |              23 |
| t0r                 | 92cde36128be3842942081d06a60fca94c1fefb2 | ks3jYSi+OEKUIIHQamD8qUwf77I | 198.23.247.204  |              23 |
| anonynode           | 39908769a33d5bae48fc2949c42a67485d13dab1 | OZCHaaM9W65I/ClJxCpnSF0T2rE | 66.176.110.3    |              23 |
| 0xbirkoss           | 9a1f0ec6569ad8c3eeb27c22f0062bebd5f7f2f4 | mh8Oxlaa2MPusnwi8AYr69X38vQ | 70.83.122.156   |              23 |
| darwinfish          | 9dd5f90d641d835c4fca7153148b156e6fd49cee | ndX5DWQdg1xPynFTFIsVbm/UnO4 | 46.4.106.18     |              23 |
| sima                | b5871191c09f7f652ff9e48c0065cf67a0197225 | tYcRkcCff2Uv+eSMAGXPZ6AZciU | 193.166.167.91  |              23 |
| books1327           | e01332245a98ddf71cc6cc5643d2ae14ec677199 | 4BMyJFqY3fccxsxWQ9KuFOxncZk | 134.249.147.174 |              23 |
| muraun              | 45e60e70dc00a71780e151514d2a0515ebe28acb | ReYOcNwApxeA4VFRTSoFFeviiss | 178.82.81.30    |              23 |
| PPTOR0005           | 9c07473ca919cb092a2932be301728627d00b5a9 | nAdHPKkZywkqKTK+MBcoYn0Atak | 115.187.74.91   |              23 |
| Escudo              | c81264693bd9ce81ec1c17f147ce53c2fff6fdee | yBJkaTvZzoHsHBfxR85Twv/2/e4 | 95.211.198.15   |              23 |
| anothertorserver    | 92c192fe0fd154c79bb0719f7ed1995a0f318565 | ksGS/g/RVMebsHGfftGZWg8xhWU | 217.172.186.125 |              23 |
| myturnnow           | 8055da2cc9e823e0a0bbde7ad9f0d618db383e18 | gFXaLMnoI+Cgu9562fDWGNs4Phg | 84.111.125.154  |              23 |
| QuantumLeopard      | 92d684db856b3260960ad66a79a66927e7a0b3af | ktaE24VrMmCWCtZqeaZpJ+egs68 | 95.89.152.98    |              23 |
| MuhFreedomsG3b      | b3d5388ade00560e1ad1b0088b785a0a83f86ce3 | s9U4it4AVg4a0bAIi3haCoP4bOM | 107.150.27.196  |              23 |
| OldBook             | 73f4617e25f96c43a031d9dc5d9fc4cad383e562 | c/RhfiX5bEOgMdncXZ/EytOD5WI | 94.158.217.39   |              23 |
| RabbitHole          | e6cff41e31bacd3895b8d7aafea92fe7af6df810 | 5s/0HjG6zTiVuNeq/qkv569t+BA | 188.4.91.122    |              23 |
| WombleTorNode01     | 5e2975b380f6e908afb29e0d8d0b967af73b41c2 | Xil1s4D26Qivsp4NjQuWevc7QcI | 199.195.249.221 |              23 |
| NaughtyBrigade      | 9f54b55e3332510b3d918d3593798f4c828ce4ed | n1S1XjMyUQs9kY01k3mPTIKM5O0 | 108.28.81.201   |              22 |
| banditztornode1     | 66055f7dc40f4e09742814c08608e6b74f3c0461 | ZgVffcQPTgl0KBTAhgjmt088BGE | 91.221.66.15    |              22 |
| pmocek              | efa98a973f38c863c62b0472ada6995875fcda13 | 76mKlz84yGPGKwRyraaZWHX82hM | 69.163.166.63   |              22 |
| torricelli          | 6e642bd08a5d687b2c55e35936e3272636a90362 | bmQr0IpdaHssVeNZNuMnJjapA2I | 90.1.227.104    |              22 |
| torDewus2           | 10c0c888e4812befcd7b9449e5310a022fd1325b | EMDIiOSBK+/Ne5RJ5TEKAi/RMls | 188.243.64.125  |              22 |
| Prolixium           | 10d6af17908b6da7651b948e9dc0cf71fc7f0b35 | ENavF5CLbadlG5SOncDPcfx/CzU | 72.26.208.147   |              22 |
| nonameforyou        | a696f37d5cf7dcd727b88966bd09b6376cd15a3a | ppbzfVz33NcnuIlmvQm2N2zRWjo | 98.111.220.24   |              22 |
| Closure             | 08260902c33e2eee569875c73c3130bcab7c5345 | CCYJAsM+Lu5WmHXHPDEwvKt8U0U | 209.159.139.94  |              22 |
| FreeWeb2222         | 49c0d76ad53120504973e81dafb73161855244ff | ScDXatUxIFBJc+gdr7cxYYVSRP8 | 220.233.86.16   |              22 |
| NEI                 | c59448cc89a47c3f5df34ba4166931ee56ca36cb | xZRIzImkfD9d80ukFmkx7lbKNss | 69.250.240.106  |              22 |
| StbRpiTor           | 03b42e99e9e6de582b9600b99faf497eb7752447 | A7Qumenm3lgrlgC5n69Jfrd1JEc | 90.184.99.179   |              21 |
| StandUpFightBack    | 2921e603346e03c146264df2000bfbaa13fc8aea | KSHmAzRuA8FGJk3yAAv7qhP8iuo | 106.187.55.239  |              21 |
| TheBootlegSeries    | c642bfe67ecb1ebda694a12f0bc2ce5d25a62b64 | xkK/5n7LHr2mlKEvC8LOXSWmK2Q | 81.129.30.111   |              21 |
| StopWatchingUs      | 8f405aa0a03663abd082d9605d5f5a6130c5afdd | j0BaoKA2Y6vQgtlgXV9aYTDFr90 | 78.82.16.107    |              21 |
| Exekute             | 085aa680165a0181665d6768bec2454c95d89581 | CFqmgBZaAYFmXWdovsJFTJXYlYE | 204.45.182.226  |              21 |
| Bcamp1337           | 084561237305972c75f4f8afbb2ff15bacd1fa98 | CEVhI3MFlyx19Pivuy/xW6zR+pg | 83.60.191.31    |              21 |
| 000000s2            | 10acb1a6dc72ff289ac98b42f24ae3c10116287c | EKyxptxy/yiayYtC8krjwQEWKHw | 82.211.19.143   |              21 |
| MuhFreedomsKS2      | a0e92653ba07a4eae084375e6088ccb8a48eff8b | oOkmU7oHpOrghDdeYIjMuKSO/4s | 37.187.4.52     |              21 |
| loster              | 5f716ac094488b69d7db0c7f0b08257227623901 | X3FqwJRIi2nX2wx/CwglcidiOQE | 68.189.223.53   |              21 |
| YankleRotaryEngine  | b63582028e376c8249d9555da6dd81389d952815 | tjWCAo43bIJJ2VVdpt2BOJ2VKBU | 130.63.173.126  |              21 |
| PPTOR0040           | 4586e04cb41e1ba1c78856e22502bb07e7260a44 | RYbgTLQeG6HHiFbiJQK7B+cmCkQ | 94.242.243.66   |              20 |
| PPTOR0046           | a6161448dbb29a11038fe73d8c6ecd9ece36baf4 | phYUSNuymhEDj+c9jG7Nns42uvQ | 94.242.255.33   |              20 |
| MYPrivateNSA        | bd19a40b2ceec7fab718035723536dec6b5473fb | vRmkCyzux/q3GANXI1Nt7GtUc/s | 62.147.129.159  |              20 |
| happyhippo          | bb9a523171c81a2caedfd335b0bd0d3d9abf20bc | u5pSMXHIGiyu39M1sL0NPZq/ILw | 81.158.244.207  |              20 |
| 0VDMN               | 0a1bdf48a4c8bdf9355f09268f322bcc8badf6d5 | ChvfSKTIvfk1XwkmjzIrzIut9tU | 120.146.176.207 |              20 |
| ah3z                | 24fb8281d98b624523af965d761635cee53f26f9 | JPuCgdmLYkUjr5ZddhY1zuU/Jvk | 195.46.185.37   |              20 |
| veebikaamera        | 9634f910c2942a2e46720dd161a873e3a619ad90 | ljT5EMKUKi5Gcg3RYahz46YZrZA | 81.21.246.66    |              20 |
| Artoo               | ac382314f8c329228521b5b000b618a702953bf3 | rDgjFPjDKSKFIbWwALYYpwKVO/M | 87.106.30.4     |              20 |
| Richie              | 5bb51e650366d14c95027db2f1d7a69bc5b00676 | W7UeZQNm0UyVAn2y8demm8WwBnY | 217.79.178.60   |              19 |
| blottor             | 97dc3ce62785c6fd3ba8554acf9f5bce1113827a | l9w85ieFxv07qFVKz59bzhETgno | 208.65.181.189  |              19 |
| TorMenta4           | 137921517df916baa169f7b7eb0872e256b24592 | E3khUX35Frqhafe36why4layRZI | 200.75.228.94   |              19 |
| bubble              | e21b51aadc02676a79989d8fa6d40d4fea2cc820 | 4htRqtwCZ2p5mJ2PptQNT+osyCA | 62.245.238.146  |              19 |
| DerRaffke           | 333d722202eff8764afa364147f1ccd44fe21430 | Mz1yIgLv+HZK+jZBR/HM1E/iFDA | 109.91.131.11   |              19 |
| xmine128            | a7b6970237878e3550ae32bc574672caf1e95fdc | p7aXAjeHjjVQrjK8V0ZyyvHpX9w | 95.129.55.173   |              19 |
| AccessNow15         | 79cf377f0acec5f0002d85335e4192b34202a269 | ec83fwrOxfAALYUzXkGSs0IComk | 176.10.100.229  |              19 |
| momcasy             | ddfc55e21b5872515f7ec25d6b01ef63720cf992 | 3fxV4htYclFffsJdawHvY3IM+ZI | 68.112.154.155  |              19 |
| WhiteGambit         | 8c96a9e30302b2e88155b3f3b246ea7077cb83dd | jJap4wMCsuiBVbPzskbqcHfLg90 | 72.183.109.201  |              19 |
| xeronet2us          | 7ada3ac3f593684063300c5484676bea2a00d69a | eto6w/WTaEBjMAxUhGdr6ioA1po | 107.181.250.217 |              19 |
| Dragon              | 6a8c50fec71249020c7d398f424ae228b54206b9 | aoxQ/scSSQIMfTmPQkriKLVCBrk | 83.194.48.51    |              19 |
| hnrkssn             | b51a74625afa1b5f9c54ff93dd997341c8166b14 | tRp0Ylr6G1+cVP+T3ZlzQcgWaxQ | 31.208.2.63     |              19 |
| DMCS                | f94ba0cb52b46bd2e42cb06f3a1129e55aeea366 | +Uugy1K0a9LkLLBvOhEp5Vruo2Y | 81.105.92.213   |              19 |
| SamLowry            | fd49ac00a1b2cc9295c54af9dcd15af6ecf5cc37 | /UmsAKGyzJKVxUr53NFa9uz1zDc | 68.232.119.109  |              19 |
| vpsserver110        | 0abaad3ca02938cb0cbb762efffc98ff6131bfc6 | CrqtPKApOMsMu3Yu//yY/2Exv8Y | 78.47.77.110    |              18 |
| Biscocho            | 3786a2f121655c3e45faff2dc7de0caa1df3afe5 | N4ai8SFlXD5F+v8tx94Mqh3zr+U | 154.35.22.51    |              18 |
| torquemada          | cac063d664a2c0bcacaaaa4836a7042eeaa9de23 | ysBj1mSiwLysqqpINqcELuqp3iM | 50.156.85.236   |              18 |
| Effik2              | 9cb864a92eb71814c3dfc89b0ce20b0b246b497c | nLhkqS63GBTD38ibDOILCyRrSXw | 82.208.18.43    |              18 |
| tory                | 4177a4ef6679dbff63a94d0b822cbadc4cbf6cfb | QXek72Z52/9jqU0Lgiy63Ey/bPs | 37.187.110.216  |              18 |
| loki1               | 7b4e619c81a06117b5f19f621755483bb45b00ad | e05hnIGgYRe18Z9iF1VIO7RbAK0 | 46.149.20.202   |              18 |
| JAJTorFl            | 49ea2799da4dc31f4880ed73773b69747a5fae32 | SeonmdpNwx9IgO1zdztpdHpfrjI | 66.177.51.2     |              18 |
| dokterbob           | 0e80471c230f8e2deab7b2e77f530698b6ae0478 | DoBHHCMPji3qt7Lnf1MGmLauBHg | 37.153.194.171  |              18 |
| AnnetJenkins        | 70f55d51f657e96042b5eb60016619bc6970fecd | cPVdUfZX6WBCtetgAWYZvGlw/s0 | 176.195.160.135 |              17 |
| tingnodey           | 2a53cfd7ade264ef314cc4cb0d0f7447c6f5d6f8 | KlPP163iZO8xTMTLDQ90R8b11vg | 155.98.39.106   |              17 |
| 1mBTCofFreedom      | f73017dcab48e60d49e5b42a54064ea7df63a1df | 9zAX3KtI5g1J5bQqVAZOp99jod8 | 84.200.44.9     |              17 |
| Ocean               | c5c4cee56b7b799cae104b12714890a837c7844b | xcTO5Wt7eZyuEEsScUiQqDfHhEs | 83.212.113.133  |              17 |
| effbigbrother       | e6e4b1af8cea1edbff5c9e560e372cb1553e7356 | 5uSxr4zqHtv/XJ5WDjcssVU+c1Y | 24.27.59.58     |              17 |
| gate2               | 6c6fab9e20aeb8e54f136b374a4c6bf17c5b34e8 | bG+rniCuuOVPE2s3Skxr8XxbNOg | 62.75.255.37    |              17 |
| YouKnowNothing      | dec096cf094a21fedf8180a0e562ac626497e51b | 3sCWzwlKIf7fgYCg5WKsYmSX5Rs | 87.106.20.246   |              17 |
| gnode               | 6b52b01faa3316cb6991acc8f5502e7df78028e6 | a1KwH6ozFstpkazI9VAuffeAKOY | 144.76.157.61   |              17 |
| metwork             | a1877317f5d6689ef702798748556c6e80e82f61 | oYdzF/XWaJ73AnmHSFVsboDoL2E | 91.121.144.128  |              17 |
| zapit01             | fe10752b8a3e7d50fe26716bbb8834c8a10b5521 | /hB1K4o+fVD+JnFru4g0yKELVSE | 50.167.52.253   |              17 |
| Bugari              | d5fae6fc09fdca86dd61c7e8cce6fccedf422787 | 1frm/An9yobdYcfozOb8zt9CJ4c | 62.75.144.212   |              17 |
| FreeWayBB           | bfe5c96b08a1bc228633bc11ad9443f60970ab12 | v+XJawihvCKGM7wRrZRD9glwqxI | 208.38.198.158  |              17 |
| OIX12               | cd4b47b9ce756b4549864243cd4a715777ecc25b | zUtHuc51a0VJhkJDzUpxV3fswls | 109.230.255.38  |              16 |
| cloudytimes         | 7d9f11a0b4be6b5bb21368e3aa37e7d668f46eff | fZ8RoLS+a1uyE2jjqjfn1mj0bv8 | 173.255.248.56  |              16 |
| thanksed            | 071067a04d81406ca9527fd16781645c963497d3 | BxBnoE2BQGypUn/RZ4FkXJY0l9M | 88.217.36.63    |              16 |
| VMDKHOSTINGCOM      | 088ede376412c7e92d007b5e8c798c66f96becca | CI7eN2QSx+ktAHtejHmMZvlr7Mo | 64.182.230.99   |              16 |
| maximator           | c3325c100c9aa81223d3395ef0afad228e2c125d | wzJcEAyaqBIj0zle8K+tIo4sEl0 | 212.112.242.159 |              16 |
| PiratPartiet        | ae8a823fe8bf97cd20862d4b16bbaa103b56ac08 | roqCP+i/l80ghi1LFruqEDtWrAg | 46.246.19.143   |              16 |
| WilliamIT8          | 9d03df2e095bdb0f432ed3a2fa1cee6f7ec1f273 | nQPfLglb2w9DLtOi+hzub37B8nM | 94.198.98.152   |              16 |
| tortorhood          | 7f9e7d613c80f1941b76352a6a97894f1470176b | f559YTyA8ZQbdjUqapeJTxRwF2s | 87.251.50.66    |              16 |
| criticalcat         | 02cd25ec7e55badbefdf63bf2faa2c8b16bd1c26 | As0l7H5Vutvv32O/L6osixa9HCY | 46.182.106.190  |              16 |
| L29Ah               | e4be02471657c3a17c667d7c079498e4b314049f | 5L4CRxZXw6F8Zn18B5SY5LMUBJ8 | 109.173.30.254  |              16 |
| torified            | 39a15751f007f520e754a2f9252a015617c7f776 | OaFXUfAH9SDnVKL5JSoBVhfH93Y | 46.126.71.170   |              16 |
| Bellza              | 2e6b9d735db972a3ef86495f398fbe04e12bb9c8 | Lmudc125cqPvhklfOY++BOErucg | 72.177.12.37    |              16 |
| Unknown1            | e32c77b876dfac6511de41ac8319da09bf563506 | 4yx3uHbfrGUR3kGsgxnaCb9WNQY | 82.11.92.22     |              16 |
| TOMYUMCorporation   | 6ec98531284eb98c3f0afa46028a69fd00005ab5 | bsmFMShOuYw/CvpGAopp/QAAWrU | 24.58.72.253    |              15 |
| MinstryOfSillyTor   | eb19056c03b387b4fc13918a7e7d739439a84a00 | 6xkFbAOzh7T8E5GKfn1zlDmoSgA | 124.170.4.210   |              15 |
| CC345ERT1           | 62c3fb37c44555e55a62bbd7cddd97fe4894f317 | YsP7N8RFVeVaYrvXzd2X/kiU8xc | 91.213.8.43     |              15 |
| evgkuz              | f566a69caea94fe23738401ed0dc54b70afcb5bf | 9WamnK6pT+I3OEAe0NxUtwr8tb8 | 128.68.162.21   |              15 |
| Montagu             | cafe2bbcd003f7079963de97492ebb0edddf32b9 | yv4rvNAD9weZY96XSS67Dt3fMrk | 59.167.155.59   |              15 |
| CodenameMoose       | f88291830d9c872091b364917e34de806de0fe78 | +IKRgw2chyCRs2SRfjTegG3g/ng | 71.207.178.159  |              15 |
| blueboot            | 59fa5ad4d37706466e5cbe3c8ba63d61fd850aa6 | Wfpa1NN3BkZuXL48i6Y9Yf2FCqY | 176.9.107.104   |              15 |
| WeeningTorRelay1    | 2a0a522d9ac9526ff5d3705287a48cdae8ee593a | KgpSLZrJUm/103BSh6SM2ujuWTo | 37.34.62.130    |              15 |
| ChelTik             | cdc29b5ebfb352af79e10cec14208dcf84dc213a | zcKbXr+zUq954QzsFCCNz4TcITo | 46.45.15.123    |              15 |
| MerlinsTor2         | d059cb85594b8ccddd7afb232dd95a495476ee13 | 0FnLhVlLjM3devsjLdlaSVR27hM | 91.250.83.49    |              15 |
| Logforme2           | 6c27f0bd3ce782592df753ffaeccad458e9afc4b | bCfwvTznglkt91P/rsytRY6a/Es | 195.67.18.226   |              15 |
| sbgrelay1           | 45e6194afbcf4be9f9f648afd34f72b7d2aab18f | ReYZSvvPS+n59kiv009yt9KqsY8 | 37.187.198.159  |              15 |
| deimos              | 69c0c0efe8d34fdeffc86535a78af5ff3ce985c8 | acDA7+jTT97/yGU1p4r1/zzphcg | 162.244.26.157  |              14 |
| pax                 | 390234bf4a5aba92e530522e229e1024ef15515c | OQI0v0paupLlMFIuIp4QJO8VUVw | 217.172.183.219 |              14 |
| RaspberryPiNode     | 5b46dc6a52ec97104218bf994847feadcac1e248 | W0bcalLslxBCGL+ZSEf+rcrB4kg | 188.2.94.252    |              14 |
| OneOfMany           | cebd8cd27a1d7b3ecbb2a095568ad0f0a1fc5d78 | zr2M0nodez7LsqCVVorQ8KH8XXg | 213.239.249.219 |              14 |
| x42ex4              | 7bd0ccc3d7060216b56e4fa936c49d4c6aee71b3 | e9DMw9cGAha1bk+pNsSdTGrucbM | 78.46.170.109   |              14 |
| farmhouseproject    | 5d30f47a45a80af4d6ab37c0569aa82e782110da | XTD0ekWoCvTWqzfAVpqoLnghENo | 94.242.251.112  |              14 |
| oldveryold          | 3e790061c7180da9cef984cff94362769b2fa8fc | PnkAYccYDanO+YTP+UNidpsvqPw | 98.224.218.238  |              14 |
| ITX1pleoni          | 844ce039d8f9445dbe0543855ee9f076e1a4c546 | hEzgOdj5RF2+BUOFXunwduGkxUY | 141.0.155.109   |              14 |
| TorAustralisVIII    | d1e276ce3674d83104c1ca58a356a63ae0f90a7e | 0eJ2zjZ02DEEwcpYo1amOuD5Cn4 | 91.121.232.224  |              14 |
| FroodyCo            | a6181fb1eca55e56850dd57e79b6db01563096ae | phgfseylXlaFDdV+ebbbAVYwlq4 | 124.150.26.35   |              14 |
| Erna                | 231d15fe057f484414c5540e400eb80be9c536c5 | Ix0V/gV/SEQUxVQOQA64C+nFNsU | 78.47.220.123   |              14 |
| picarp              | 66aefcbe1a37bbfcca382cf3021fa7723d1bb053 | Zq78vho3u/zKOCzzAh+ncj0bsFM | 78.142.145.141  |              14 |
| cerberus            | 164498da59e741eda099e6da5a4303dcd80ed88b | FkSY2lnnQe2gmebaWkMD3NgO2Is | 88.65.213.162   |              14 |
| stasik              | 510fbf94a8dd1e5c7552439f447fd5622588d256 | UQ+/lKjdHlx1UkOfRH/VYiWI0lY | 85.202.225.209  |              14 |
| RobbyRoboter        | 7cc79b7267604394ec8c23afe092d76b58735f12 | fMebcmdgQ5TsjCOv4JLXa1hzXxI | 94.23.55.63     |              14 |
| opalscence          | 7c6d65459dc0fd1a0385e32c21725027fc10ff48 | fG1lRZ3A/RoDheMsIXJQJ/wQ/0g | 219.117.206.46  |              14 |
| MiracleB            | 9424cf7a9fb5fd8da3c0eb54384c54a882f18207 | lCTPep+1/Y2jwOtUOExUqILxggc | 62.195.225.37   |              14 |
| partyvan3           | e9364b7a785535ae5968780734328b70dd4a6ee5 | 6TZLenhVNa5ZaHgHNDKLcN1KbuU | 31.220.7.201    |              13 |
| usuexit             | 2fc06226ae152fbab7620bb107cdef0e70876a7b | L8BiJq4VL7q3YguxB83vDnCHans | 129.123.7.6     |              13 |
| Heisenberg          | ba9b13893b8f9284466af5a1d61526ac176f0035 | upsTiTuPkoRGavWh1hUmrBdvADU | 178.77.122.89   |              13 |
| servicePublic2      | ac51642fa7a01c47b66f9747abb41a2bc07c41f4 | rFFkL6egHEe2b5dHq7QaK8B8QfQ | 87.98.178.61    |              13 |
| pps02               | eb61d691413a64b9b7460b6de5b1b713b8a22cec | 62HWkUE6ZLm3Rgtt5bG3E7iiLOw | 23.80.226.4     |              13 |
| tror                | f0dd7385911a3fcdff7e17aaa8d01000be0064ba | 8N1zhZEaP83/fheqqNAQAL4AZLo | 76.189.8.28     |              13 |
| beauti              | c6e874533c6c16a810b1ea913e46a65604699d71 | xuh0UzxsFqgQseqRPkamVgRpnXE | 5.79.86.168     |              13 |
| esbek2              | cef77136f1cf939d44d18f4b9e3d8ae3656c6cbf | zvdxNvHPk51E0Y9Lnj2K42VsbL8 | 195.191.233.222 |              13 |
| sginne              | 8808b01b7b7450729a93f07bdb983ed3fe5f36bf | iAiwG3t0UHKak/B725g+0/5fNr8 | 80.223.97.109   |              13 |
| TorKIT              | 9ab511b6894566c1cf56043ce60077d213cf1a1a | mrURtolFZsHPVgQ85gB30hPPGho | 5.9.165.90      |              13 |
| freedomnetproxy     | d94ada03339190ff99a62979559ba59c50b227c7 | 2UraAzORkP+Zpil5VZulnFCyJ8c | 107.161.81.187  |              13 |
| UnCommonSense       | 9e48a803a4c45146232699fb0c27798c3a654092 | nkioA6TEUUYjJpn7DCd5jDplQJI | 212.83.169.9    |              12 |
| mdfnet3             | b83dc1558f0d34353bb992ef93afeafdb226a73e | uD3BVY8NNDU7uZLvk6/q/bImpz4 | 193.11.114.46   |              12 |
| spunkPhantom        | e6d6c66b561dea1b8a095e9b93ef28939ee387e2 | 5tbGa1Yd6huKCV6bk+8ok57jh+I | 95.211.60.34    |              12 |
| rdewald             | ca4b2afaec7564a835c8cecb908109d3ab40999f | yksq+ux1ZKg1yM7LkIEJ06tAmZ8 | 67.250.32.202   |              12 |
| SwissGeeks02        | 2daf0d7bf91992e9fa08e886782ba2dfc1e0430d | La8Ne/kZkun6COiGeCui38HgQw0 | 91.190.10.35    |              12 |
| kappa               | 8146cf30615bb3bcf02d8448245dad34789ee9d0 | gUbPMGFbs7zwLYRIJF2tNHie6dA | 71.199.114.166  |              12 |
| BGC                 | ca3ccebfd864ad8a0e12582186958b94d3676d6f | yjzOv9hkrYoOElghhpWLlNNnbW8 | 202.189.69.148  |              12 |
| SchoolBoy           | f59405397163fb0424a76906134f5dc7bacbdf9d | 9ZQFOXFj+wQkp2kGE09dx7rL350 | 212.47.196.146  |              12 |
| aurora              | 54741bde327bc93a1def6390f6eb3b5631f65901 | VHQb3jJ7yTod72OQ9us7VjH2WQE | 37.221.161.235  |              12 |
| Solaria             | 546054f174ff2bfa368716fce0ac4c7b24aba2fc | VGBU8XT/K/o2hxb84KxMeySrovw | 62.194.129.217  |              12 |
| kub                 | 7bb33de79ea1394a13162ace197e86fd899a2eeb | e7M9556hOUoTFirOGX6G/YmaLus | 14.162.38.140   |              12 |
| Marin               | 5674473bff46098d07abe7fcffa5f09544169b76 | VnRHO/9GCY0Hq+f8/6XwlUQWm3Y | 109.11.225.204  |              12 |
| gilgamesh           | 8130ae287260565071d279a41efc9d517b161569 | gTCuKHJgVlBx0nmkHvydUXsWFWk | 96.43.142.61    |              12 |
| vm4889tumaname      | f590b4cf0835a0d216bb9116bc5c0f41f22ce0a0 | 9ZC0zwg1oNIWu5EWvFwPQfIs4KA | 37.157.196.219  |              12 |
| SuperCool           | ba9216b28931e6bc8b9a7350934b9f33ab8c801a | upIWsokx5ryLmnNQk0ufM6uMgBo | 109.88.63.15    |              11 |
| TorizenXino         | 9a9ac514bab1c75cf1779ee56638e7a83abc44f0 | mprFFLqxx1zxd57lZjjnqDq8RPA | 82.213.152.61   |              11 |
| wortwortwort        | 084a1fafe722a7ce46f470191748ae3233fe477c | CEofr+cip85G9HAZF0iuMjP+R3w | 198.27.76.188   |              11 |
| Troublemaker235     | 64eca4fb0a1688eaa7d06c4b590e3334d8d77147 | ZOyk+woWiOqn0GxLWQ4zNNjXcUc | 93.155.219.13   |              11 |
| longhorizon         | 0a05aaa2415fd06f75119b5e409f5915c14bfe23 | CgWqokFf0G91EZteQJ9ZFcFL/iM | 70.189.225.196  |              11 |
| Leda                | c6ac786245cfc598d36f9416e57fc9e603bd09a7 | xqx4YkXPxZjTb5QW5X/J5gO9Cac | 84.40.77.85     |              11 |
| HopeStar            | f0f7064cea8bacd0d2d04acaafe149bcae487099 | 8PcGTOqLrNDS0ErKr+FJvK5IcJk | 107.170.40.13   |              11 |
| rasoftTORrelay      | 8825ce408bad15964637ccdf6d276b930bc1679d | iCXOQIutFZZGN8zfbSdrkwvBZ50 | 85.214.147.193  |              11 |
| OneFreeInternet     | 042094d4d7aa24a2436534b373c838df45d2ef5c | BCCU1NeqJKJDZTSzc8g430XS71w | 176.198.57.143  |              10 |
| PirataCAT           | 0da38e67c777f5eb228fb0eb43a353a16044d9e7 | DaOOZ8d39esij7DrQ6NToWBE2ec | 81.203.150.85   |              10 |
| azetorl             | 091d5e9a9205aa3f8e372ce4343f7b009a5c209b | CR1empIFqj+ONyzkND97AJpcIJs | 95.211.224.183  |              10 |
| Tor1FuMeUk          | 5d29ffbd00f28f6f1845b62d17d9297b53b703ca | XSn/vQDyj28YRbYtF9kpe1O3A8o | 82.136.34.66    |              10 |
| scenesurreal        | 08290c45ad407034c17ea9e6650689b5fe98996a | CCkMRa1AcDTBfqnmZQaJtf6YmWo | 62.249.170.109  |              10 |
| ArikaYumemiya       | 940850bde514895f68b30d05c99637a0d27d07a9 | lAhQveUUiV9osw0FyZY3oNJ9B6k | 74.86.24.19     |              10 |
| EqQK8wXnWwZx7Ne3UbF | 7cd4f6a4c817e5c09e9afee8c9eb6dd0adab979c | fNT2pMgX5cCemv7oyett0K2rl5w | 88.195.141.185  |              10 |
| HorpickSneeker      | 0e9129cf568d49d15a0a30e0caa940ae198a3547 | DpEpz1aNSdFaCjDgyqlArhmKNUc | 206.40.118.229  |              10 |
| FreedomIsEssential  | 3936b67cac1907d7671154bbcfd2bd81cc52bfb3 | OTa2fKwZB9dnEVS7z9K9gcxSv7M | 83.212.98.69    |              10 |
| GermanBight         | cec49773c9420f8476ab6c31ec7a649e2633e13c | zsSXc8lCD4R2q2wx7HpkniYz4Tw | 85.10.237.104   |              10 |
